doc_id,equipment_id,name,org_name,eqnet_equipment_id,status,before_general,before_detail,new_general,new_detail,category_changed,fallback
eqnet-4626,eqnet-4626,3D解析ソフト Amira,広島大学 自然科学研究支援開発センター 機器共用・分析部門 電子顕微鏡,4626,matched,EQNET設備,,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),True,False
eqnet-4627,eqnet-4627,透過型電子顕微鏡システム(JEOL・JEM-1400Plus),広島大学 自然科学研究支援開発センター 機器共用・分析部門 電子顕微鏡,4627,matched,EQNET設備,,電子顕微鏡および関連機器,透過型電子顕微鏡 (TEM),True,False
eqnet-463,eqnet-463,600MHZ 固体核磁気共鳴装置(Bruker Avance III600WB),大阪大学 産業科学研究所 総合解析センター,463,matched,EQNET設備,,核磁気共鳴装置(NMR),600MHz 固体NMR装置,True,False
eqnet-4630,eqnet-4630,凍結置換装置(Leica ASF2),広島大学 自然科学研究支援開発センター 機器共用・分析部門 電子顕微鏡,4630,matched,EQNET設備,,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),True,False
eqnet-4631,eqnet-4631,急速凍結装置(Leica EM CPC),広島大学 自然科学研究支援開発センター 機器共用・分析部門 電子顕微鏡,4631,matched,EQNET設備,,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),True,False
eqnet-4632,eqnet-4632,走査型プローブ顕微鏡 島津製作所 SPM-9700HT,鹿児島大学 先端科学研究推進センター 研究支援ユニット 機器分析部門,4632,matched,EQNET設備,,電子顕微鏡および関連機器,"走査型プローブ顕微鏡 (SPM, STM, AFM)",True,False
eqnet-4633,eqnet-4633,低真空走査電子顕微鏡 (日本FEI XL30 CP),鹿児島大学 先端科学研究推進センター 研究支援ユニット 機器分析部門,4633,matched,EQNET設備,,電子顕微鏡および関連機器,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),True,False
eqnet-4634,eqnet-4634,プラズマクリーナー(FEMTO_SCIENCE CUTE_IMP_RS),鹿児島大学 先端科学研究推進センター 研究支援ユニット 機器分析部門,4634,matched,EQNET設備,,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),True,False
eqnet-4635,eqnet-4635,ネオオスミウムコーター(MEIWAFOSIS Neoc-ST),鹿児島大学 先端科学研究推進センター 研究支援ユニット 機器分析部門,4635,matched,EQNET設備,,電子顕微鏡および関連機器,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),True,False
eqnet-4636,eqnet-4636,凍結乾燥機(EYALA FDU-2200)(No.1~4),鹿児島大学 先端科学研究推進センター 研究支援ユニット 機器分析部門,4636,matched,EQNET設備,,保管/収納,超低温フリーザー,True,False
eqnet-4637,eqnet-4637,凍結乾燥機(EYALA FDU-2200)(No.5-8),鹿児島大学 先端科学研究推進センター 研究支援ユニット 機器分析部門,4637,matched,EQNET設備,,保管/収納,超低温フリーザー,True,False
eqnet-464,eqnet-464,700MHZ 核磁気共鳴装置(Bruker Avance III700),大阪大学 産業科学研究所 総合解析センター,464,matched,EQNET設備,,核磁気共鳴装置(NMR),700MHz NMR装置,True,False
eqnet-4656,eqnet-4656,レーザーフラッシュ法熱定数測定装置(アルバック理工・TC-7000HS),茨城大学 工学部,4656,matched,EQNET設備,,熱分析・熱測定装置,熱分析・熱測定装置,True,False
eqnet-4658,eqnet-4658,磁気特性測定装置(理研電子・Model BHS-40),茨城大学 工学部,4658,matched,EQNET設備,,物性計測/成分分析,"磁気特性測定装置(SQUID, VSM)",True,False
eqnet-4659,eqnet-4659,超高真空中加熱装置(電子科学製・UHV-1200),茨城大学 工学部,4659,matched,EQNET設備,,質量分析装置(MS),その他,True,False
eqnet-466,eqnet-466,ガスクロマトグラフ質量分析計(島津製作所製QP2010Plus),和歌山大学 システム工学部,466,matched,EQNET設備,,質量分析装置(MS),GC-MS/GC-TOF-MS,True,False
eqnet-4660,eqnet-4660,ワイヤ放電加工機(ソディック・AG400L-E),茨城大学 工学部,4660,matched,EQNET設備,,その他,その他,True,False
eqnet-4662,eqnet-4662,原子間力顕微鏡装置(JPK・Nanowizard4),茨城大学 工学部,4662,matched,EQNET設備,,電子顕微鏡および関連機器,"走査型プローブ顕微鏡 (SPM, STM, AFM)",True,False
eqnet-4664,eqnet-4664,共焦点レーザー顕微鏡(オリンパス・FV-1000),茨城大学 理学部,4664,matched,EQNET設備,,光学顕微鏡/病理,共焦点顕微鏡(Confocal microscopy),True,False
eqnet-4665,eqnet-4665,全窒素・全炭素分析装置(住化分析センター・Sumigraph NC-95A),茨城大学 理学部,4665,matched,EQNET設備,,構造解析/元素分析,元素分析関連製品,True,False
eqnet-4669,eqnet-4669,光トポグラフィ装置(日立メディコ・ETG-7100),茨城大学 教育学部,4669,matched,EQNET設備,,専用測定装置,その他,True,False
eqnet-467,eqnet-467,ESI/DARTイオン源液体クロマトグラフ飛行時間型質量分析計(日本電子(株)・JMS-T100LP),東京大学 大学院理学系研究科 化学専攻,467,matched,EQNET設備,,質量分析装置(MS),ハイブリッドTOF-MS,True,False
eqnet-4670,eqnet-4670,トポグラフィ装置(Neuroscan),茨城大学 教育学部,4670,matched,EQNET設備,,専用測定装置,その他,True,False
eqnet-4672,eqnet-4672,液体クロマトグラフトリプル四重極質量分析計,長崎大学 研究開発推進機構 設備共同利用部門,4672,matched,EQNET設備,,質量分析装置(MS),LC-MS/LC-MS-MS(四重極),True,False
eqnet-4673,eqnet-4673,ケミルミイメージングシステム Vilber FUSION SOLO.6S.EDGE,山口大学 総合科学実験センター システム生物学・RI分析施設,4673,matched,EQNET設備,,画像撮影/解析,化学発光・蛍光撮影装置(CCDカメラタイプ),True,False
eqnet-4675,eqnet-4675,凍結粉砕機(日本分析工業・JFC-400),横浜国立大学 研究推進機構 機器分析評価センター,4675,matched,EQNET設備,,遠心/粉砕/加熱機器,ホモジナイザー,True,False
eqnet-4676,eqnet-4676,"低エネルギー用Ge半導体検出器型ガンマ線スペクトル測定装置(SEIKO EG&G, LOAX-60450/30)",鹿児島大学 先端科学研究推進センター 研究支援ユニット 低温実験・アイソトープ部門,4676,matched,EQNET設備,,専用測定装置,放射線・RI(放射性同位体)関連,True,False
eqnet-4677,eqnet-4677,[SEM]走査電子顕微鏡 日本電子株式会社 JSM-7800F,山口大学 総合科学実験センター常盤分室,4677,matched,EQNET設備,,電子顕微鏡および関連機器,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),True,False
eqnet-4678-90921ce8,eqnet-4678-90921ce8,デジタルパソロジースキャナ(KFBIO),長崎大学 医歯薬学総合研究科 医療科学専攻 情報病理学,4678,matched,EQNET設備,,画像撮影/解析,化学発光・蛍光撮影装置(スキャナタイプ),True,False
eqnet-4679-90921ce8,eqnet-4679-90921ce8,バーチャルスライドスキャナ(Leica),長崎大学 医歯薬学総合研究科 医療科学専攻 情報病理学,4679,matched,EQNET設備,,画像撮影/解析,化学発光・蛍光撮影装置(スキャナタイプ),True,False
eqnet-468,eqnet-468,400 MHz 核磁気共鳴装置 (Bruker社製・AVANCE III),愛知教育大学 教育学部 自然科学系,468,matched,EQNET設備,,核磁気共鳴装置(NMR),400MHz NMR装置,True,False
eqnet-4680-90921ce8,eqnet-4680-90921ce8,デジタルパソロジースキャナ(Motic Easy Scan),長崎大学 医歯薬学総合研究科 医療科学専攻 情報病理学,4680,matched,EQNET設備,,画像撮影/解析,化学発光・蛍光撮影装置(スキャナタイプ),True,False
eqnet-4682,eqnet-4682,リアルタイムPCR装置(Thermal Cycler Dice Real Time System III [TP970]),東京農工大学 学術研究支援総合センター 遺伝子実験施設 施設長,4682,matched,EQNET設備,,遺伝子・ゲノム,リアルタイムPCR装置,True,False
eqnet-4686,eqnet-4686,高速振動粉砕機(平工製作所 TI-100),鹿児島大学 先端科学研究推進センター 研究支援ユニット 機器分析部門,4686,matched,EQNET設備,,遠心/粉砕/加熱機器,超音波破砕,True,False
eqnet-4687,eqnet-4687,シャルピー衝撃試験機,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,4687,matched,EQNET設備,,土木・建築・工学関連装置,土木・建築・工学関連装置,True,False
eqnet-4688,eqnet-4688,高速度カメラ(複合材),広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,4688,matched,EQNET設備,,土木・建築・工学関連装置,土木・建築・工学関連装置,True,False
eqnet-4689,eqnet-4689,押し出し機等用乾燥機_DX602,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,4689,matched,EQNET設備,,土木・建築・工学関連装置,土木・建築・工学関連装置,True,False
eqnet-469,eqnet-469,粉末X線回折装置 (RIGAKU・ULTIMA IV),北海道教育大学 教育学部・函館校,469,matched,EQNET設備,,構造解析/元素分析,X線回折装置(XRD),True,False
eqnet-4690,eqnet-4690,衝撃試験用ノッチ加工機,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,4690,matched,EQNET設備,,土木・建築・工学関連装置,土木・建築・工学関連装置,True,False
eqnet-4691,eqnet-4691,データロガー_キーエンスNR-X,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,4691,matched,EQNET設備,,土木・建築・工学関連装置,土木・建築・工学関連装置,True,False
eqnet-4692,eqnet-4692,接触式変位センサー_キーエンスGT2-P12KL,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,4692,matched,EQNET設備,,土木・建築・工学関連装置,土木・建築・工学関連装置,True,False
eqnet-4693,eqnet-4693,電動式加熱ローラ,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,4693,matched,EQNET設備,,土木・建築・工学関連装置,土木・建築・工学関連装置,True,False
eqnet-4694,eqnet-4694,棚受け式300L材料乾燥機_DKN812,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,4694,matched,EQNET設備,,土木・建築・工学関連装置,土木・建築・工学関連装置,True,False
eqnet-4695,eqnet-4695,(霞・動物)実験動物用高分解能マイクロX線CT,広島大学 自然科学研究支援開発センター 機器共用・分析部門 その他機器,4695,matched,EQNET設備,,画像撮影/解析,"核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET",True,False
eqnet-470,eqnet-470,電子スピン共鳴装置 (JEOL・ ),北海道教育大学 教育学部・函館校,470,matched,EQNET設備,,構造解析/元素分析,電子スピン共鳴装置(ESR),True,False
eqnet-4707,eqnet-4707,示差走査熱量計 島津製作所 DSC-60,長崎大学 工学研究科 物質科学部門 ナノ材料界面設計学,4707,matched,EQNET設備,,熱分析・熱測定装置,熱分析・熱測定装置,True,False
eqnet-471,eqnet-471,電子スピン共鳴装置 (JEOL・ ),北海道教育大学 教育学部・函館校,471,matched,EQNET設備,,構造解析/元素分析,電子スピン共鳴装置(ESR),True,False
eqnet-4710,eqnet-4710,電子線描画装置(JBX-8100FS) 日本電子株式会社(JBX-8100FS),東北大学 研究推進・支援機構コアファシリティ統括センター,4710,matched,EQNET設備,,電子顕微鏡および関連機器,"微細加工装置(EB, FIB他)",True,False
eqnet-4711,eqnet-4711,ナノイオンダイナミクス AV600 BURUKER BIOSPIN(AVANCEIII600),東北大学 研究推進・支援機構コアファシリティ統括センター,4711,matched,EQNET設備,,核磁気共鳴装置(NMR),600MHz 固体NMR装置,True,False
eqnet-4713,eqnet-4713,炭素・窒素安定同位体比質量分析装置 Thermo Fischer Scientific K. K.(DELTA V Advantage),東北大学 研究推進・支援機構コアファシリティ統括センター,4713,matched,EQNET設備,,質量分析装置(MS),その他,True,False
eqnet-4714,eqnet-4714,小型卓上試験機 島津製作所 EZ-S,鹿児島大学 先端科学研究推進センター 研究支援ユニット 機器分析部門,4714,matched,EQNET設備,,物性計測/成分分析,その他,True,False
eqnet-4715,eqnet-4715,ラマン分光光度計,大阪大学 理学研究科 技術部 分析機器測定室,4715,matched,EQNET設備,,光分析装置,赤外分光光度計/ラマン分光装置,True,False
eqnet-4717,eqnet-4717,全有機体炭素計 島津製作所(TOC-L、SSM-5000A),東北大学 研究推進・支援機構コアファシリティ統括センター,4717,matched,EQNET設備,,専用測定装置,全有機体炭素計(TOC),True,False
eqnet-4718,eqnet-4718,全有機体炭素計 島津製作所(TOC-L、ASI-L),東北大学 研究推進・支援機構コアファシリティ統括センター,4718,matched,EQNET設備,,専用測定装置,全有機体炭素計(TOC),True,False
eqnet-4719,eqnet-4719,大判プリンタ Canon(iPF750),東北大学 研究推進・支援機構コアファシリティ統括センター,4719,matched,EQNET設備,,その他,プリンター,True,False
eqnet-4720,eqnet-4720,粒度分布測定装置(乾式) Malvern Panalytical Ltd.(MasterSizer 3000),東北大学 研究推進・支援機構コアファシリティ統括センター,4720,matched,EQNET設備,,物性計測/成分分析,その他,True,False
eqnet-4721,eqnet-4721,粒度分布測定装置(湿式) Malvern Panalytical Ltd.(MasterSizer 3000),東北大学 研究推進・支援機構コアファシリティ統括センター,4721,matched,EQNET設備,,物性計測/成分分析,その他,True,False
eqnet-4723,eqnet-4723,セルソーター BD FACS AriaII-3号機 Becton Dickinson(FACSAriaSORP),東北大学 研究推進・支援機構コアファシリティ統括センター,4723,matched,EQNET設備,,フローサイトメトリー(FCM)/細胞分離,セルソーター,True,False
eqnet-4724,eqnet-4724,セルアナライザー BD FACS CantoII Becton Dickinson(FACSCanto II),東北大学 研究推進・支援機構コアファシリティ統括センター,4724,matched,EQNET設備,,フローサイトメトリー(FCM)/細胞分離,セルソーター,True,False
eqnet-4725,eqnet-4725,セルアナライザー BD LSR Fortessa Becton Dickinson(LSRFortessa),東北大学 研究推進・支援機構コアファシリティ統括センター,4725,matched,EQNET設備,,フローサイトメトリー(FCM)/細胞分離,セルソーター,True,False
eqnet-4726,eqnet-4726,蛍光顕微鏡 KEYENCE BZ-X800 KEYENCE(BZX800),東北大学 研究推進・支援機構コアファシリティ統括センター,4726,matched,EQNET設備,,光学顕微鏡/病理,蛍光顕微鏡,True,False
eqnet-4727,eqnet-4727,表面プラズモン共鳴測定装置 ・ Biacore T200,東京農工大学 工学府 生命工学科 池袋・津川・浅野研究室,4727,matched,EQNET設備,,分子間相互作用解析装置,表面プラズモン共鳴(SPR),True,False
eqnet-4728,eqnet-4728,等温滴定マイクロカロリメトリー ・ MicroCal iTC200,東京農工大学 工学府 生命工学科 池袋・津川・浅野研究室,4728,matched,EQNET設備,,熱分析・熱測定装置,熱分析・熱測定装置,True,False
eqnet-4730,eqnet-4730,ミニCO2インキュベータ ASAHI 4020(顕微鏡用) 朝日ライフサイエンス(4020 CO2 Incubator),東北大学 研究推進・支援機構コアファシリティ統括センター,4730,matched,EQNET設備,,培養/恒温恒湿度器/滅菌機機,CO2/O2インキュベーター,True,False
eqnet-4732,eqnet-4732,レーザーマイクロダイセクション Leica LMD7000 Leica(LMD7000),東北大学 研究推進・支援機構コアファシリティ統括センター,4732,matched,EQNET設備,,光学顕微鏡/病理,レーザーマイクロダイセクション(LMD),True,False
eqnet-4733,eqnet-4733,多光子顕微鏡 Olympus FV1000MPE Olympus(FV1000-MPE),東北大学 研究推進・支援機構コアファシリティ統括センター,4733,matched,EQNET設備,,光学顕微鏡/病理,レーザーマイクロダイセクション(LMD),True,False
eqnet-4734,eqnet-4734,ゲル・メンブレンイメージング Bio-Rad ChemiDoc Touch MP Bio-Rad(ChemiDoc Touch MP),東北大学 研究推進・支援機構コアファシリティ統括センター,4734,matched,EQNET設備,,画像撮影/解析,ゲル・メンブレン撮影装置(CCDタイプ),True,False
eqnet-4735,eqnet-4735,細胞イメージ Thermo Scientific Cellomics ArrayScan VTI Thermo Scientific(Cellomics ArrayScan VTI),東北大学 研究推進・支援機構コアファシリティ統括センター,4735,matched,EQNET設備,,光学顕微鏡/病理,ライブセルイメージング装置,True,False
eqnet-4736,eqnet-4736,自動現像機 FUJIFILM FPM100 FUJIFILM(FPM100),東北大学 研究推進・支援機構コアファシリティ統括センター,4736,matched,EQNET設備,,その他,その他,True,False
eqnet-4737,eqnet-4737,リアルタイムPCR ABI 7900HT Fast Thermo Fisher Scientific(7900HT Fast Real-Time PCR System),東北大学 研究推進・支援機構コアファシリティ統括センター,4737,matched,EQNET設備,,遺伝子・ゲノム,リアルタイムPCR装置,True,False
eqnet-4738,eqnet-4738,デジタルPCR ABI QuantStudio 3D Thermo Fisher Scientific(QuantStudio 3D),東北大学 研究推進・支援機構コアファシリティ統括センター,4738,matched,EQNET設備,,遺伝子・ゲノム,リアルタイムPCR装置,True,False
eqnet-4739,eqnet-4739,リアルタイムPCR ABI QuantStudio 12K Flex Thermo Fisher Scientific(QuantStudio 12K Flex),東北大学 研究推進・支援機構コアファシリティ統括センター,4739,matched,EQNET設備,,遺伝子・ゲノム,リアルタイムPCR装置,True,False
eqnet-4740,eqnet-4740,リアルタイムPCR ABI 7500-1号機 Thermo Fisher Scientific(7500 Real-Time PCR Systems),東北大学 研究推進・支援機構コアファシリティ統括センター,4740,matched,EQNET設備,,遺伝子・ゲノム,リアルタイムPCR装置,True,False
eqnet-4741,eqnet-4741,リアルタイムPCR ABI 7500-2号機 Thermo Fisher Scientific(7500 Real-Time PCR Systems),東北大学 研究推進・支援機構コアファシリティ統括センター,4741,matched,EQNET設備,,遺伝子・ゲノム,リアルタイムPCR装置,True,False
eqnet-4742,eqnet-4742,サーマルサイクラー GeneAmp 9700-1号機 Thermo Fisher Scientific(GeneAmp PCR System 9700),東北大学 研究推進・支援機構コアファシリティ統括センター,4742,matched,EQNET設備,,遺伝子・ゲノム,サーマルサイクラー(PCR),True,False
eqnet-4743,eqnet-4743,サーマルサイクラー GeneAmp 9700-2号機 Thermo Fisher Scientific(GeneAmp PCR System 9700),東北大学 研究推進・支援機構コアファシリティ統括センター,4743,matched,EQNET設備,,遺伝子・ゲノム,サーマルサイクラー(PCR),True,False
eqnet-4744,eqnet-4744,サーマルサイクラー GeneAmp 9700-3号機 Thermo Fisher Scientific(GeneAmp PCR System 9700),東北大学 研究推進・支援機構コアファシリティ統括センター,4744,matched,EQNET設備,,遺伝子・ゲノム,サーマルサイクラー(PCR),True,False
eqnet-4745,eqnet-4745,リアルタイムPCR Bio-Rad CFX96 Bio-Rad(CFX96 Real-Time PCR Detection System),東北大学 研究推進・支援機構コアファシリティ統括センター,4745,matched,EQNET設備,,遺伝子・ゲノム,リアルタイムPCR装置,True,False
eqnet-4746,eqnet-4746,サーマルサイクラー GeneAmp 9700-1号機 (1-7F) Thermo Fisher Scientific(GeneAmp PCR System 9700),東北大学 研究推進・支援機構コアファシリティ統括センター,4746,matched,EQNET設備,,遺伝子・ゲノム,サーマルサイクラー(PCR),True,False
eqnet-4747,eqnet-4747,サーマルサイクラー GeneAmp 9700-2号機 (1-7F) Thermo Fisher Scientific(GeneAmp PCR System 9700),東北大学 研究推進・支援機構コアファシリティ統括センター,4747,matched,EQNET設備,,遺伝子・ゲノム,サーマルサイクラー(PCR),True,False
eqnet-4749,eqnet-4749,ルミノメーター Berthold Centro LB960 Berthold(Centro LB 960),東北大学 研究推進・支援機構コアファシリティ統括センター,4749,matched,EQNET設備,,光分析装置,その他,True,False
eqnet-4750,eqnet-4750,プレートリーダー Molecular Devices FlexStation3 Molecular Devices(FlexStation3),東北大学 研究推進・支援機構コアファシリティ統括センター,4750,matched,EQNET設備,,光分析装置,蛍光・発光マイクロプレートリーダー,True,False
eqnet-4751,eqnet-4751,プレートリーダー PerkinElmer 2030 ARVO X5 (1-7F) PerkinElmer(2030 ARVO X5),東北大学 研究推進・支援機構コアファシリティ統括センター,4751,matched,EQNET設備,,光分析装置,蛍光・発光マイクロプレートリーダー,True,False
eqnet-4752,eqnet-4752,バイオアナライザ Agilent 2100 (DNA用) Agilent(2100 Bioanalyzer),東北大学 研究推進・支援機構コアファシリティ統括センター,4752,matched,EQNET設備,,電気泳動装置,キャピラリー電気泳動装置,True,False
eqnet-4753,eqnet-4753,電気泳動システム Agilent 4200 TapeStation Agilent(4200 TapeStation),東北大学 研究推進・支援機構コアファシリティ統括センター,4753,matched,EQNET設備,,電気泳動装置,キャピラリー電気泳動装置,True,False
eqnet-4754,eqnet-4754,バイオアナライザ Agilent 2100 (RNA用) Agilent(2100 Bioanalyzer),東北大学 研究推進・支援機構コアファシリティ統括センター,4754,matched,EQNET設備,,電気泳動装置,キャピラリー電気泳動装置,True,False
eqnet-4757,eqnet-4757,マイクロアレイ Agilent G2505C Agilent(G2505C DNA Microarray Scanne),東北大学 研究推進・支援機構コアファシリティ統括センター,4757,matched,EQNET設備,,遺伝子・ゲノム,マイクロアレイ解析システム,True,False
eqnet-4758,eqnet-4758,ハイブリオーブン Agilent G2545A-1号機 Agilent(G2545A Hybridization Oven),東北大学 研究推進・支援機構コアファシリティ統括センター,4758,matched,EQNET設備,,その他,その他,True,False
eqnet-4759,eqnet-4759,ハイブリオーブン Agilent G2545A-2号機 Agilent(G2545A Hybridization Oven),東北大学 研究推進・支援機構コアファシリティ統括センター,4759,matched,EQNET設備,,その他,その他,True,False
eqnet-4760,eqnet-4760,ハイブリオーブン Agilent G2545A-3号機 Agilent(G2545A Hybridization Oven),東北大学 研究推進・支援機構コアファシリティ統括センター,4760,matched,EQNET設備,,その他,その他,True,False
eqnet-4761,eqnet-4761,インキュベータ TAITEC HB-80 TAITEC(HB-80),東北大学 研究推進・支援機構コアファシリティ統括センター,4761,matched,EQNET設備,,培養/恒温恒湿度器/滅菌機機,その他,True,False
eqnet-4762,eqnet-4762,分光光度計 NanoDrop 2000 Thermo Scientific(NanoDrop 2000),東北大学 研究推進・支援機構コアファシリティ統括センター,4762,matched,EQNET設備,,光分析装置,可視・紫外分光光度計,True,False
eqnet-4763,eqnet-4763,ドライケム FUJI DRI-CHEM 7000V FUJIFILM(DRI-CHEM 7000V),東北大学 研究推進・支援機構コアファシリティ統括センター,4763,matched,EQNET設備,,専用測定装置,その他,True,False
eqnet-4764,eqnet-4764,タンパク質相互作用解析 GE BiacoreX100 Cytiva(BiacoreX100),東北大学 研究推進・支援機構コアファシリティ統括センター,4764,matched,EQNET設備,,画像撮影/解析,化学発光・蛍光撮影装置(CCDカメラタイプ),True,False
eqnet-4765,eqnet-4765,動物用自動血球計数 HORIBA Microsemi LC-662 堀場製作所(Microsemi LC-662),東北大学 研究推進・支援機構コアファシリティ統括センター,4765,matched,EQNET設備,,専用測定装置,その他,True,False
eqnet-4767,eqnet-4767,超遠心機 Beckman Optima XPN-80 Beckman Coulter(Optima XPN-80),東北大学 研究推進・支援機構コアファシリティ統括センター,4767,matched,EQNET設備,,遠心/粉砕/加熱機器,超遠心分離機,True,False
eqnet-4768,eqnet-4768,高速遠心機 Beckman Avanti J-26S XP Beckman Coulter(Avanti J-26S XP),東北大学 研究推進・支援機構コアファシリティ統括センター,4768,matched,EQNET設備,,遠心/粉砕/加熱機器,遠心分離機,True,False
eqnet-4769,eqnet-4769,超遠心機 Beckman L-80 Beckman Coulter(L-80),東北大学 研究推進・支援機構コアファシリティ統括センター,4769,matched,EQNET設備,,遠心/粉砕/加熱機器,超遠心分離機,True,False
eqnet-477,eqnet-477,HPLC-CHIP/QTOF 質量分析装置 (アジレントテクノロジー社・ G6520型+G4240型),岡山大学 自然生命科学研究支援センター 分析計測分野,477,matched,EQNET設備,,質量分析装置(MS),ハイブリッドTOF-MS,True,False
eqnet-4772,eqnet-4772,高速遠心機 Beckman Avanti J-E (1-7F) Beckman Coulter(Avanti J-E),東北大学 研究推進・支援機構コアファシリティ統括センター,4772,matched,EQNET設備,,遠心/粉砕/加熱機器,遠心分離機,True,False
eqnet-4773,eqnet-4773,微量高速遠心機 TOMY MX-307 (1-7F) TOMY(MX-307),東北大学 研究推進・支援機構コアファシリティ統括センター,4773,matched,EQNET設備,,遠心/粉砕/加熱機器,遠心分離機,True,False
eqnet-4774,eqnet-4774,クライオスタット Leica CM1950 Leica(CM1950),東北大学 研究推進・支援機構コアファシリティ統括センター,4774,matched,EQNET設備,,光学顕微鏡/病理,染色/包埋/ミクロトーム,True,False
eqnet-4776,eqnet-4776,破砕機 安井器械 マルチビーズショッカー 安井器械(Multi-beads shocker),東北大学 研究推進・支援機構コアファシリティ統括センター,4776,matched,EQNET設備,,遠心/粉砕/加熱機器,ホモジナイザー,True,False
eqnet-4777,eqnet-4777,UVクロスリンカーFUNA-800 フナコシ(FUNA-UV-LINKER FS-800),東北大学 研究推進・支援機構コアファシリティ統括センター,4777,matched,EQNET設備,,その他,その他,True,False
eqnet-4778,eqnet-4778,分注機 Multidrop Combi (1-3F) Thermo Scientific(Multidrop Combi),東北大学 研究推進・支援機構コアファシリティ統括センター,4778,matched,EQNET設備,,液体操作,分注機,True,False
eqnet-4779,eqnet-4779,ソニケーター BRANSON SONIFIER 250 (1-7F) BRANSON(SONIFIER 250-Advanced),東北大学 研究推進・支援機構コアファシリティ統括センター,4779,matched,EQNET設備,,遠心/粉砕/加熱機器,ホモジナイザー,True,False
eqnet-478,eqnet-478,ペプチドシーケンサー(島津製作所製・PPSQ-31A型),岡山大学 自然生命科学研究支援センター 分析計測分野,478,matched,EQNET設備,,ペプチド/タンパク解析装置,プロテインシーケンサー,True,False
eqnet-4780,eqnet-4780,ミキサー IWAKI TUPLE MIXER TWIN3-28N (1-7F) IWAKI(旭日テクノグラス)(TWIN3-28N),東北大学 研究推進・支援機構コアファシリティ統括センター,4780,matched,EQNET設備,,遠心/粉砕/加熱機器,ホモジナイザー,True,False
eqnet-4781,eqnet-4781,シェーカー TAITEC BR-42FLー1号機 (1-7F) TAITEC(BR-42FL),東北大学 研究推進・支援機構コアファシリティ統括センター,4781,matched,EQNET設備,,培養/恒温恒湿度器/滅菌機機,微生物培養,True,False
eqnet-4782,eqnet-4782,シェーカー TAITEC BR-42FLー2号機 (1-7F) TAITEC(BR-42FL),東北大学 研究推進・支援機構コアファシリティ統括センター,4782,matched,EQNET設備,,培養/恒温恒湿度器/滅菌機機,微生物培養,True,False
eqnet-4784,eqnet-4784,CDスペクトル 日本分光 J-805 (6-3F) JASCO(日本分光)(J-805),東北大学 研究推進・支援機構コアファシリティ統括センター,4784,matched,EQNET設備,,光分析装置,旋光分散計・円ニ色性分散計,True,False
eqnet-4785,eqnet-4785,X線CT 日立アロカ Latheta LCT200 日立アロカ(Latheta LCT-200),東北大学 研究推進・支援機構コアファシリティ統括センター,4785,matched,EQNET設備,,画像撮影/解析,"核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET",True,False
eqnet-4786,eqnet-4786,FieldFox 26.5 GHz Microwave Vector Network Analyzer キーサイト N9928A,山口大学 総合科学実験センター 機器分析実験施設,4786,matched,EQNET設備,,専用測定装置,その他,True,False
eqnet-479,eqnet-479,核磁気共鳴装置500MHz Varian NMR System 500PS SN型,長崎大学 研究開発推進機構,479,matched,EQNET設備,,核磁気共鳴装置(NMR),500MHz NMR装置,True,False
eqnet-4791,eqnet-4791,FIB-SEM解析用PC(COOLER MASTER Be-Clia),横浜国立大学 研究推進機構 機器分析評価センター 機器分析評価室,4791,matched,EQNET設備,,その他,その他,True,False
eqnet-4792,eqnet-4792,XPS解析用PC(Mouse LUV MACHINES iG700),横浜国立大学 研究推進機構 機器分析評価センター 機器分析評価室,4792,matched,EQNET設備,,その他,その他,True,False
eqnet-4793-32d741e3,eqnet-4793-32d741e3,超遠心分離機 ベックマン・コールター L-80,長崎大学 研究開発推進機構 設備共同利用部門 先端科学研究支援室,4793,matched,EQNET設備,,遠心/粉砕/加熱機器,遠心分離機,True,False
