eqnet_equipment_id,large_category_id,large_category_name,category_id,category_name_raw,category_small_name,equipment_count_hint,source_total,candidate_count,has_conflict
2970,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
2971,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
2972,106,画像撮影/解析,108,化学発光・蛍光撮影装置(スキャナタイプ) (13 台),化学発光・蛍光撮影装置(スキャナタイプ),13,13,1,False
2973,39,構造解析/元素分析,46,原子吸光光度計 (9 台),原子吸光光度計,9,9,1,False
2974,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
2975,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
2976,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
2977,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
2978,26,光分析装置,33,可視・紫外分光光度計 (30 台),可視・紫外分光光度計,30,30,1,False
2979,39,構造解析/元素分析,41,ICP発光分析装置 (27 台),ICP発光分析装置,27,27,1,False
2980,39,構造解析/元素分析,40,ICP/MS (15 台),ICP/MS,15,15,1,False
2982,3,その他,6,その他 (235 台),その他,235,235,1,False
2983,3,その他,6,その他 (235 台),その他,235,235,1,False
2984,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
2985,26,光分析装置,27,X線光電子分光分析装置(XPS、ESCA) (20 台),X線光電子分光分析装置(XPS、ESCA),20,20,1,False
2986,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
2987,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
2988,157,電子顕微鏡および関連機器,165,電子プローブマイクロアナライザ(EPMA) (7 台),電子プローブマイクロアナライザ(EPMA),7,7,1,False
2989,130,質量分析装置(MS),134,LC-MS/LC-MS-MS(四重極) (13 台),LC-MS/LC-MS-MS(四重極),13,13,1,False
2991,130,質量分析装置(MS),138,GC-MS(その他) (13 台),GC-MS(その他),13,13,1,False
2992,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
2993,50,専用測定装置,68,その他 (51 台),その他,51,51,1,False
2994,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
2995,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
2997,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
2998,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
2999,39,構造解析/元素分析,40,ICP/MS (15 台),ICP/MS,15,15,1,False
3002,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
3004,157,電子顕微鏡および関連機器,164,"微細加工装置(EB, FIB他) (73 台)","微細加工装置(EB, FIB他)",73,73,1,False
3005,26,光分析装置,38,その他 (14 台),その他,14,14,1,False
3007,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
3008,3,その他,6,その他 (235 台),その他,235,235,1,False
3009,26,光分析装置,27,X線光電子分光分析装置(XPS、ESCA) (20 台),X線光電子分光分析装置(XPS、ESCA),20,20,1,False
3010,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
3011,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
3014,144,光学顕微鏡/病理,145,デジタルマイクロスコープ (15 台),デジタルマイクロスコープ,15,15,1,False
3015,3,その他,6,その他 (235 台),その他,235,235,1,False
3016,144,光学顕微鏡/病理,155,染色/包埋/ミクロトーム (30 台),染色/包埋/ミクロトーム,30,30,1,False
3017,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
3018,106,画像撮影/解析,113,"核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET (27 台)","核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET",27,27,1,False
3019,106,画像撮影/解析,113,"核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET (27 台)","核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET",27,27,1,False
3020,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
3021,50,専用測定装置,68,その他 (51 台),その他,51,51,1,False
3022,50,専用測定装置,68,その他 (51 台),その他,51,51,1,False
3023,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
3024,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
3025,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
3026,74,物性計測/成分分析,79,"磁気特性測定装置(SQUID, VSM) (33 台)","磁気特性測定装置(SQUID, VSM)",33,33,1,False
3031,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
3032,168,遺伝子・ゲノム,173,サーマルサイクラー(PCR) (20 台),サーマルサイクラー(PCR),20,20,1,False
3033,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
3034,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
3035,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
3036,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
3037,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
3038,144,光学顕微鏡/病理,145,デジタルマイクロスコープ (15 台),デジタルマイクロスコープ,15,15,1,False
3039,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
3041,178,実験施設,180,環境試験 (1 台),環境試験,1,1,1,False
3042,3,その他,4,プリンター (11 台),プリンター,11,11,1,False
3043,3,その他,4,プリンター (11 台),プリンター,11,11,1,False
3044,3,その他,4,プリンター (11 台),プリンター,11,11,1,False
3045,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
3046,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
3048,178,実験施設,182,ドラフトチャンバー (7 台),ドラフトチャンバー,7,7,1,False
3049,178,実験施設,182,ドラフトチャンバー (7 台),ドラフトチャンバー,7,7,1,False
3050,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
3051,106,画像撮影/解析,113,"核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET (27 台)","核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET",27,27,1,False
3052,106,画像撮影/解析,113,"核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET (27 台)","核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET",27,27,1,False
3056,26,光分析装置,27,X線光電子分光分析装置(XPS、ESCA) (20 台),X線光電子分光分析装置(XPS、ESCA),20,20,1,False
3057,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
3058,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
3059,178,実験施設,182,ドラフトチャンバー (7 台),ドラフトチャンバー,7,7,1,False
3061,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
3062,3,その他,6,その他 (235 台),その他,235,235,1,False
3063,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
3064,3,その他,6,その他 (235 台),その他,235,235,1,False
3065,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
3066,178,実験施設,184,蒸留水・超純水装置 (11 台),蒸留水・超純水装置,11,11,1,False
3067,178,実験施設,184,蒸留水・超純水装置 (11 台),蒸留水・超純水装置,11,11,1,False
3068,178,実験施設,185,その他 (36 台),その他,36,36,1,False
3069,120,培養/恒温恒湿度器/滅菌機機,121,オートクレーブ (11 台),オートクレーブ,11,11,1,False
3070,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
3071,120,培養/恒温恒湿度器/滅菌機機,125,その他 (17 台),その他,17,17,1,False
3073,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
3074,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
3075,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
3076,83,分離分析装置,84,ガスクロマトグラフ(GC) (13 台),ガスクロマトグラフ(GC),13,13,1,False
3077,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
3080,39,構造解析/元素分析,46,原子吸光光度計 (9 台),原子吸光光度計,9,9,1,False
3081,106,画像撮影/解析,109,ゲル・メンブレン撮影装置(CCDタイプ) (10 台),ゲル・メンブレン撮影装置(CCDタイプ),10,10,1,False
3082,106,画像撮影/解析,109,ゲル・メンブレン撮影装置(CCDタイプ) (10 台),ゲル・メンブレン撮影装置(CCDタイプ),10,10,1,False
3083,3,その他,6,その他 (235 台),その他,235,235,1,False
3084,3,その他,6,その他 (235 台),その他,235,235,1,False
3085,93,遠心/粉砕/加熱機器,98,超音波破砕 (6 台),超音波破砕,6,6,1,False
3086,3,その他,6,その他 (235 台),その他,235,235,1,False
3087,3,その他,6,その他 (235 台),その他,235,235,1,False
3090,26,光分析装置,33,可視・紫外分光光度計 (30 台),可視・紫外分光光度計,30,30,1,False
3091,144,光学顕微鏡/病理,146,蛍光顕微鏡 (40 台),蛍光顕微鏡,40,40,1,False
3092,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
3093,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
3094,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
3095,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
3096,3,その他,6,その他 (235 台),その他,235,235,1,False
3098,3,その他,6,その他 (235 台),その他,235,235,1,False
3100,3,その他,6,その他 (235 台),その他,235,235,1,False
3101,168,遺伝子・ゲノム,169,DNAシーケンサー(サンガ―法) (30 台),DNAシーケンサー(サンガ―法),30,30,1,False
3102,168,遺伝子・ゲノム,174,リアルタイムPCR装置 (40 台),リアルタイムPCR装置,40,40,1,False
3105,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
3106,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
3107,168,遺伝子・ゲノム,175,デジタルPCR装置装置 (9 台),デジタルPCR装置装置,9,9,1,False
3108,3,その他,4,プリンター (11 台),プリンター,11,11,1,False
3109,3,その他,6,その他 (235 台),その他,235,235,1,False
3110,106,画像撮影/解析,108,化学発光・蛍光撮影装置(スキャナタイプ) (13 台),化学発光・蛍光撮影装置(スキャナタイプ),13,13,1,False
3111,106,画像撮影/解析,111,ソフトウェア (6 台),ソフトウェア,6,6,1,False
3114,168,遺伝子・ゲノム,177,その他 (15 台),その他,15,15,1,False
3115,168,遺伝子・ゲノム,177,その他 (15 台),その他,15,15,1,False
3116,106,画像撮影/解析,112,化学発光・蛍光撮影装置(CCDカメラタイプ) (18 台),化学発光・蛍光撮影装置(CCDカメラタイプ),18,18,1,False
3119,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
3122,120,培養/恒温恒湿度器/滅菌機機,123,回転/振とう培養器 (16 台),回転/振とう培養器,16,16,1,False
3123,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
3124,93,遠心/粉砕/加熱機器,96,遠心分離機 (32 台),遠心分離機,32,32,1,False
3125,168,遺伝子・ゲノム,173,サーマルサイクラー(PCR) (20 台),サーマルサイクラー(PCR),20,20,1,False
3126,168,遺伝子・ゲノム,173,サーマルサイクラー(PCR) (20 台),サーマルサイクラー(PCR),20,20,1,False
3128,168,遺伝子・ゲノム,173,サーマルサイクラー(PCR) (20 台),サーマルサイクラー(PCR),20,20,1,False
3130,26,光分析装置,33,可視・紫外分光光度計 (30 台),可視・紫外分光光度計,30,30,1,False
3131,3,その他,6,その他 (235 台),その他,235,235,1,False
3132,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
3135,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
3137,26,光分析装置,33,可視・紫外分光光度計 (30 台),可視・紫外分光光度計,30,30,1,False
3141,26,光分析装置,38,その他 (14 台),その他,14,14,1,False
3144,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
3146,168,遺伝子・ゲノム,177,その他 (15 台),その他,15,15,1,False
3147,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
3148,93,遠心/粉砕/加熱機器,101,濃縮機 (7 台),濃縮機,7,7,1,False
3150,106,画像撮影/解析,111,ソフトウェア (6 台),ソフトウェア,6,6,1,False
3289,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
3290,188,成膜・蒸着・膜厚測定,190,真空蒸着・スパッタ(vac. coater・Sputter) (50 台),真空蒸着・スパッタ(vac. coater・Sputter),50,50,1,False
3291,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
3292,144,光学顕微鏡/病理,145,デジタルマイクロスコープ (15 台),デジタルマイクロスコープ,15,15,1,False
3294,106,画像撮影/解析,113,"核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET (27 台)","核磁気共鳴イメージング(MRI), X線CT (XrayCT), PET",27,27,1,False
3295,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
3296,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
3297,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
3298,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
3299,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
3300,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
3301,144,光学顕微鏡/病理,155,染色/包埋/ミクロトーム (30 台),染色/包埋/ミクロトーム,30,30,1,False
3302,130,質量分析装置(MS),136,LC-MS/LC-MS-MS(ハイブリッド) (14 台),LC-MS/LC-MS-MS(ハイブリッド),14,14,1,False
3303,130,質量分析装置(MS),134,LC-MS/LC-MS-MS(四重極) (13 台),LC-MS/LC-MS-MS(四重極),13,13,1,False
3304,93,遠心/粉砕/加熱機器,99,超遠心分離機 (32 台),超遠心分離機,32,32,1,False
3305,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
3306,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
3307,168,遺伝子・ゲノム,170,DNAシーケンサー(NGS) (35 台),DNAシーケンサー(NGS),35,35,1,False
3308,168,遺伝子・ゲノム,177,その他 (15 台),その他,15,15,1,False
3309,168,遺伝子・ゲノム,177,その他 (15 台),その他,15,15,1,False
3310,168,遺伝子・ゲノム,177,その他 (15 台),その他,15,15,1,False
3311,168,遺伝子・ゲノム,169,DNAシーケンサー(サンガ―法) (30 台),DNAシーケンサー(サンガ―法),30,30,1,False
3312,168,遺伝子・ゲノム,169,DNAシーケンサー(サンガ―法) (30 台),DNAシーケンサー(サンガ―法),30,30,1,False
3313,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
3314,126,フローサイトメトリー(FCM)/細胞分離,127,セルソーター (32 台),セルソーター,32,32,1,False
3315,126,フローサイトメトリー(FCM)/細胞分離,128,セルアナライザー (17 台),セルアナライザー,17,17,1,False
3316,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
3317,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
3318,157,電子顕微鏡および関連機器,163,透過型電子顕微鏡 (TEM) (83 台),透過型電子顕微鏡 (TEM),83,83,1,False
3319,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
3320,39,構造解析/元素分析,47,電子スピン共鳴装置(ESR) (34 台),電子スピン共鳴装置(ESR),34,34,1,False
3324,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
3326,126,フローサイトメトリー(FCM)/細胞分離,128,セルアナライザー (17 台),セルアナライザー,17,17,1,False
3328,130,質量分析装置(MS),131,二重収束型MS (17 台),二重収束型MS,17,17,1,False
3330,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
3331,120,培養/恒温恒湿度器/滅菌機機,122,CO2/O2インキュベーター (8 台),CO2/O2インキュベーター,8,8,1,False
3332,39,構造解析/元素分析,42,X線回折装置(XRD) (102 台),X線回折装置(XRD),102,102,1,False
3333,83,分離分析装置,87,イオンクロマトグラフ(HPLC) (9 台),イオンクロマトグラフ(HPLC),9,9,1,False
3335,93,遠心/粉砕/加熱機器,94,ホモジナイザー (16 台),ホモジナイザー,16,16,1,False
3336,178,実験施設,185,その他 (36 台),その他,36,36,1,False
3337,3,その他,6,その他 (235 台),その他,235,235,1,False
3338,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
3345,157,電子顕微鏡および関連機器,162,電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.) (84 台),電顕用試料作成装置-ミクロトーム等(EM sample preparation. e.g. Microtome.),84,84,1,False
3346,26,光分析装置,28,蛍光分光装置(FL) (26 台),蛍光分光装置(FL),26,26,1,False
3347,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
3348,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
3349,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
3350,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
3351,10,核磁気共鳴装置(NMR),16,400MHz NMR装置 (50 台),400MHz NMR装置,50,50,1,False
3352,157,電子顕微鏡および関連機器,165,電子プローブマイクロアナライザ(EPMA) (7 台),電子プローブマイクロアナライザ(EPMA),7,7,1,False
3353,3,その他,6,その他 (235 台),その他,235,235,1,False
3354,39,構造解析/元素分析,41,ICP発光分析装置 (27 台),ICP発光分析装置,27,27,1,False
3355,39,構造解析/元素分析,41,ICP発光分析装置 (27 台),ICP発光分析装置,27,27,1,False
3356,39,構造解析/元素分析,40,ICP/MS (15 台),ICP/MS,15,15,1,False
3357,39,構造解析/元素分析,46,原子吸光光度計 (9 台),原子吸光光度計,9,9,1,False
3358,130,質量分析装置(MS),137,GC-MS/GC-TOF-MS (18 台),GC-MS/GC-TOF-MS,18,18,1,False
3359,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
3360,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
3361,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
3362,144,光学顕微鏡/病理,148,共焦点顕微鏡(Confocal microscopy) (50 台),共焦点顕微鏡(Confocal microscopy),50,50,1,False
3363,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
3364,74,物性計測/成分分析,76,光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他) (13 台),光散乱光度計(ポリマー分子量・ゼータ電位・粒子径)(MALS他),13,13,1,False
3365,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
3368,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
3370,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
3371,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
3375,130,質量分析装置(MS),132,LC-MS/LC-MS-MS (23 台),LC-MS/LC-MS-MS,23,23,1,False
3376,130,質量分析装置(MS),138,GC-MS(その他) (13 台),GC-MS(その他),13,13,1,False
3377,39,構造解析/元素分析,45,元素分析関連製品 (47 台),元素分析関連製品,47,47,1,False
3378,39,構造解析/元素分析,46,原子吸光光度計 (9 台),原子吸光光度計,9,9,1,False
3379,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
3380,106,画像撮影/解析,115,その他 (14 台),その他,14,14,1,False
3381,26,光分析装置,34,蛍光・発光マイクロプレートリーダー (24 台),蛍光・発光マイクロプレートリーダー,24,24,1,False
3382,157,電子顕微鏡および関連機器,158,"走査型プローブ顕微鏡 (SPM, STM, AFM) (57 台)","走査型プローブ顕微鏡 (SPM, STM, AFM)",57,57,1,False
3383,26,光分析装置,33,可視・紫外分光光度計 (30 台),可視・紫外分光光度計,30,30,1,False
3384,26,光分析装置,31,旋光計(polarimeter) (8 台),旋光計(polarimeter),8,8,1,False
3385,26,光分析装置,38,その他 (14 台),その他,14,14,1,False
3386,50,専用測定装置,59,全有機体炭素計(TOC) (5 台),全有機体炭素計(TOC),5,5,1,False
3387,50,専用測定装置,57,水銀測定装置 (2 台),水銀測定装置,2,2,1,False
3388,39,構造解析/元素分析,41,ICP発光分析装置 (27 台),ICP発光分析装置,27,27,1,False
3389,39,構造解析/元素分析,40,ICP/MS (15 台),ICP/MS,15,15,1,False
3390,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
3391,157,電子顕微鏡および関連機器,159,走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)) (142 台),走査型電子顕微鏡 (SEM/EPMA/EBSD(結晶方位解析)),142,142,1,False
3392,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
3393,39,構造解析/元素分析,49,その他 (4 台),その他,4,4,1,False
3394,39,構造解析/元素分析,49,その他 (4 台),その他,4,4,1,False
3395,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
3396,83,分離分析装置,86,液体クロマトグラフ(HPLC/UPLC) (34 台),液体クロマトグラフ(HPLC/UPLC),34,34,1,False
3398,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
3400,50,専用測定装置,62,放射線・RI(放射性同位体)関連 (83 台),放射線・RI(放射性同位体)関連,83,83,1,False
3401,50,専用測定装置,68,その他 (51 台),その他,51,51,1,False
3402,3,その他,6,その他 (235 台),その他,235,235,1,False
3403,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
3404,142,熱分析・熱測定装置,143,熱分析・熱測定装置 (59 台),熱分析・熱測定装置,59,59,1,False
3405,39,構造解析/元素分析,47,電子スピン共鳴装置(ESR) (34 台),電子スピン共鳴装置(ESR),34,34,1,False
3406,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
3408,39,構造解析/元素分析,47,電子スピン共鳴装置(ESR) (34 台),電子スピン共鳴装置(ESR),34,34,1,False
3410,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
3411,39,構造解析/元素分析,44,蛍光X線装置 (37 台),蛍光X線装置,37,37,1,False
3412,157,電子顕微鏡および関連機器,165,電子プローブマイクロアナライザ(EPMA) (7 台),電子プローブマイクロアナライザ(EPMA),7,7,1,False
3413,130,質量分析装置(MS),139,MALDI-TOF-MS (40 台),MALDI-TOF-MS,40,40,1,False
3415,10,核磁気共鳴装置(NMR),20,600MHz NMR装置 (28 台),600MHz NMR装置,28,28,1,False
3418,3,その他,6,その他 (235 台),その他,235,235,1,False
3419,3,その他,6,その他 (235 台),その他,235,235,1,False
3420,3,その他,6,その他 (235 台),その他,235,235,1,False
3422,26,光分析装置,28,蛍光分光装置(FL) (26 台),蛍光分光装置(FL),26,26,1,False
3423,26,光分析装置,30,赤外分光光度計/ラマン分光装置 (90 台),赤外分光光度計/ラマン分光装置,90,90,1,False
