seq,doc_id,name,org_name,category_general,category_detail,papers_count
1127,xskYgPlQZaNafGJ1BK2l,[909]画像解析ソフト Zeiss Imaris,東北大学,観察,その他顕微鏡,3
1128,ozyVE37TrgSVkPFJO1rs,[910]ミニCO2インキュベータ ASAHI 4020(顕微鏡用),東北大学,バイオ関連,サンプル調整,3
1129,I3AGu79DOpbJa3DXgZso,[912]レーザーマイクロダイセクション Leica LMD7000,東北大学,観察,その他顕微鏡,3
1130,QmRvl5REjnt8lbGx90bs,[913]多光子顕微鏡 Olympus FV1000MPE,東北大学,観察,その他顕微鏡,3
1131,FnuR4ZCohYxniQyzQe9u,[914]ゲル・メンブレンイメージング Bio-Rad ChemiDoc Touch MP,東北大学,バイオ関連,イメージング,3
1132,N1ARs3SBJ0EKJd5Fxvd1,[915]細胞イメージ Thermo Scientific Cellomics ArrayScan VTI,東北大学,バイオ関連,イメージング,3
1133,fkhnmlALx14evR35h2Nc,[918]デジタルPCR ABI QuantStudio 3D,東北大学,バイオ関連,PCR,3
1134,KQE32kCqt64HCSJknXF4,[919]リアルタイムPCR ABI QuantStudio 12K Flex,東北大学,バイオ関連,PCR,3
1135,eIVOWYumnk28AVMoN6Up,[920]リアルタイムPCR ABI 7500-1号機,東北大学,バイオ関連,PCR,3
1136,YIW4wxlQH8jRkcJKYYti,[921]リアルタイムPCR ABI 7500-2号機,東北大学,バイオ関連,PCR,3
1137,bwTyuUe7QciTmfhiOW8F,[922]サーマルサイクラー GeneAmp 9700-1号機,東北大学,バイオ関連,PCR,3
1138,cvyIuzoWB1YJYrzUh15i,[923]サーマルサイクラー GeneAmp 9700-2号機,東北大学,バイオ関連,PCR,3
1139,RjFVEckOKZqqpIpGQ960,[924]サーマルサイクラー GeneAmp 9700-3号機,東北大学,バイオ関連,PCR,3
1140,nO8Xkb8HqfWCjwDfSCDU,[925]リアルタイムPCR Bio-Rad CFX96,東北大学,バイオ関連,PCR,3
1141,Ds7tllY9CzTTla5wy8bl,[926]サーマルサイクラー GeneAmp 9700-1号機 (1-7F),東北大学,バイオ関連,PCR,3
1142,5YaHWe1d39PGVnvPF2Vl,[927]サーマルサイクラー GeneAmp 9700-2号機 (1-7F),東北大学,バイオ関連,PCR,3
1143,yUNHZSDxWOSZhdKtDYRi,[928]ルミノメーター Berthold Centro LB960,東北大学,バイオ関連,プレートリーダー,3
1144,YunBquf6KPot7Jah8Cck,[929]プレートリーダー Molecular Devices FlexStation3,東北大学,バイオ関連,プレートリーダー,3
1145,RtPbV5crvLNAdB0AjLVZ,[930]プレートリーダー PerkinElmer 2030 ARVO X5 (1-7F),東北大学,バイオ関連,プレートリーダー,3
1146,rGPWAEUzi1xMX5hEuen2,[931]バイオアナライザ Agilent 2100 (DNA用),東北大学,バイオ関連,DNA/RNA解析その他,3
1147,dwMO0J5QhrRRI38AvZ5D,[932]電気泳動システム Agilent 4200 TapeStation,東北大学,バイオ関連,DNA/RNA解析その他,3
1148,x7WmxVQXK3nS4NfOglEe,[933]バイオアナライザ Agilent 2100 (RNA用),東北大学,バイオ関連,DNA/RNA解析その他,3
1149,7e2KaAXTLEc09u7dBA5d,[936]マイクロアレイ Agilent G2505C,東北大学,バイオ関連,DNA/RNA解析その他,3
1150,Sbzm6D6f1X17D9Juhg69,[937]ハイブリオーブン Agilent G2545A-1号機,東北大学,バイオ関連,DNA/RNA解析その他,3
1151,NBlpP0TUAw3L8VcNVEiu,[938]ハイブリオーブン Agilent G2545A-2号機,東北大学,バイオ関連,DNA/RNA解析その他,3
1152,6oqLZ8cXlxZBZoI1rpnB,[939]ハイブリオーブン Agilent G2545A-3号機,東北大学,バイオ関連,DNA/RNA解析その他,3
1153,Mp42xfh8yJyIboFO59Lu,[940]インキュベータ TAITEC HB-80,東北大学,バイオ関連,サンプル調整,3
1154,MY1rStfO1k09oTTTS7mL,[941]分光光度計 NanoDrop 2000,東北大学,バイオ関連,DNA/RNA解析その他,3
1155,EEiUzJf1PugZsdtVqFUq,[942]ドライケム FUJI DRI-CHEM 7000V,東北大学,バイオ関連,その他,3
1156,WS7lKqUXnUdtxuVqFuDu,[943]タンパク質相互作用解析 GE BiacoreX100,東北大学,バイオ関連,生体分子解析,3
1157,fnrEvdjuCrnxKze8rXDq,[944]動物用自動血球計数 HORIBA Microsemi LC-662,東北大学,バイオ関連,その他,3
1158,QamCKRSzkqlku548N99R,[947]高速遠心機 Beckman Avanti J-26S XP,東北大学,バイオ関連,遠心機,3
1159,pyxawtBP0kl3UulaqIgt,[948]超遠心機 Beckman L-80,東北大学,バイオ関連,遠心機,3
1160,hZiiVNQMW2LN3Vk8cQIA,[951]高速遠心機 Beckman Avanti J-E (1-7F),東北大学,バイオ関連,遠心機,3
1161,xG8zJuBXOiHc2ejjvbPb,[952]微量高速遠心機 TOMY MX-307 (1-7F),東北大学,バイオ関連,遠心機,3
1162,YGayFUWblC1gPzdT8Any,[953]クライオスタット Leica CM1950,東北大学,バイオ関連,組織標本関係,3
1163,7r5bOK9CmQnpngMHqL9c,[956]UVクロスリンカーFUNA-800,東北大学,バイオ関連,サンプル調整,3
1164,fpWprJEKM1kyt2p6U0hG,[957]分注機 Multidrop Combi (1-3F),東北大学,バイオ関連,サンプル調整,3
1165,wIDLDVmDi8jSjzwCVfPk,[958]ソニケーター BRANSON SONIFIER 250 (1-7F),東北大学,バイオ関連,サンプル調整,3
1166,K4oPmFchK7TnHA6uZXyc,[959]ミキサー IWAKI TUPLE MIXER TWIN3-28N (1-7F),東北大学,バイオ関連,サンプル調整,3
1167,ompSgaosmwsWATi6NxUg,[960]シェーカー TAITEC BR-42FLｰ1号機 (1-7F),東北大学,バイオ関連,サンプル調整,3
1168,ZQ1vnxt7wml1RdoM862Z,[961]シェーカー TAITEC BR-42FLｰ2号機 (1-7F),東北大学,バイオ関連,サンプル調整,3
1169,oniaBWWEkHcAj009a8OS,[964]CDスペクトル 日本分光 J-805 (6-3F),東北大学,バイオ関連,タンパク質解析,3
1170,CIRs761X6nm84zvRDdQX,[965]X線CT 日立アロカ Latheta LCT200,東北大学,バイオ関連,X線CT,3
1171,sCYwSPrksTyiNx6g6Nx7,[委託]3Dデザインワーク SOLIDWORKS,筑波大学 オープンファシリティー推進機構,工作機械,,3
1172,oLagfkkJZhJ92dhWe7mh,[委託]3Dプリンタ・プロトタイピング,筑波大学 オープンファシリティー推進機構,工作機械,,3
1173,iMf9Fqpxp5danvS9tZ0A,[委託]Dicomデータ3D PDF化デザインワーク,筑波大学 オープンファシリティー推進機構,工作機械,,3
1174,cjcH1USdhi4uJ0m8RJNc,"[委託]有機元素分析装置(C,H,N,S)",筑波大学 オープンファシリティー推進機構,専用測定装置,,3
1175,29LpMyZYG8FCJ9NscNr6,digitalPCRシステム BIORAD QX200,新潟大学 医学科研究推進センター,DNA関連分析,PCR,3
1176,WFkytSNekfvhCxlYnOMz,gentleMACS Dissociator,北海道大学,周辺設備_HU (Peripheral Equipment),None,3
1177,XjAckR3r2zJKD00KzJJH,gentleMACS Dissociator,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
1178,cf2TycDh6IPLtm1JFN6b,gentleMACS-Octo Dissociator with Heaters,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
1179,XNWwost2U0iqbj3anXQJ,i-線ステッパ,産業技術総合研究所,加工,,3
1180,q7RGBeAtObRcojmNGrAw,in situ hybridization&免疫染色全自動システム,鳥取大学 共同利用設備,遺伝子解析,,3
1181,rBtNOLGjFBoFKO2xAKHC,in vitroイメージングシステム,筑波大学 オープンファシリティー推進機構,専用測定装置,,3
1182,FnYG0rZLx48yC4QbadM1,in vivo イメージングシステム (Berthold NightOWLⅡLB983),広島大学 自然科学研究支援開発センター 機器共用・分析部門,その他汎用機器,,3
1183,KzYetquFz7tXbOCmOUVO,i線レジスト塗布現像装置,産業技術総合研究所,,,3
1184,JnKE3lmkcophZI3LLf68,i線露光装置,産業技術総合研究所,リソグラフィ,,3
1185,xftsTXRF8jFRP49CydX4,micrOTOF ESI-TOF MS microTOF,東京大学,研究設備,,3
1186,kN4omg4I6v0dnSnGUXYm,midi マルチファンクションデータロガー,東京工業大学,計測・測定,記録計 / オシロスコープ,3
1187,zx069IXocNWI4bECOqNR,nanoLC-質量分析装置（四重極-飛行時間型）,東京工業大学,ライフサイエンス,プロテオミクス / -,3
1188,u8rOIVEmAJGchwyQDWOZ,pHメータ,佐賀大学 総合分析実験センター,研究設備,全学1,3
1189,vpwQM2eUYeJF3sIP5T20,pHメーター,佐賀大学 総合分析実験センター,研究設備,全学1,3
1190,YNU-PH_METER,pHメーター・マルチメーター,横浜国立大学 機器分析評価センター,研究設備,,3
1191,jGdLSjcWFnVYgqfUHoo4,t-ブタノール凍結乾燥装置,北海道大学,前処理装置_HU (Sample Preparation Equipment),None,3
1192,d1kvUTKUNal9dikd6BuZ,ultraflexXtreme (Bruker),お茶の水女子大学 共通機器センター,質量分析装置,,3
1193,qSF3ReBHemepOK6GudAj,β線測定装置,高知大学 総合研究センター 生命機能解析部門 実験実習機器施設・RI実験施設,RI実験施設,,3
1194,lgqfltWh9RKzCft2MqJE,γ線測定装置,高知大学 総合研究センター 生命機能解析部門 実験実習機器施設・RI実験施設,RI実験施設,,3
1195,YNU-NMR_ECX400,ж ёзЈҒж°—е…ұйіҙиЈ…зҪ®пјҲNMRпјүпјҡECX400,横浜国立大学 機器分析評価センター,研究設備,,3
1196,Flb4nsg7hpvoVEWLIxjx,※故障中※【農】低真空分析走査電子顕微鏡(SEM-EDS),琉球大学 農学部 顕微鏡室,分析機器,,3
1197,i2DWwcActMZu5iM4GtMP,⾼速冷却遠⼼機 HITACHI himac CR 20,新潟大学 医学科研究推進センター,遠心分離機,,3
1198,5r2FbelmlgorSoF94I15,【保】DNAシーケンサー,琉球大学 医学部 保健学科,生命科学機器,,3
1199,r7UuDIn2iZKgRbkmhzNH,【医動物】小型実験動物用3DマイクロX線CT,琉球大学 医学部 附属動物実験施設,分析機器,,3
1200,DQue2e4zmEA8TRNkQxNl,【医機セ】DNA自動抽出機,琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1201,7BAzOso5tB0oiG3f5e50,【医機セ】HPLC(LC-20),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1202,BMCUDejKTOelgjtqcT3W,【医機セ】Luminexマルチプレックスアッセイシステム(MagPix),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1203,xBibblIdhrrePlUrHzse,【医機セ】MACS細胞分離システム(autoMACS),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1204,lh99kqwGzK2DkFW71vRx,【医機セ】NOxアナライザー(ENO-30R),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1205,OcHiP89kqoJvdWhGuolC,【医機セ】イオンコーター(IB-5),琉球大学 医学部 附属実験実習機器センター,加工機,,3
1206,ssxEBMFxfLGDpAgodrkA,"【医機セ】サーマルサイクラー(VeritiPro, 機器室)①",琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1207,r2jPVfuCEn60dsdSLFFG,【医機セ】サーマルサイクラーG02①,琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1208,7rwAi6V6V4xiFYewHwEa,【医機セ】サーマルサイクラーG02②,琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1209,KLQeqAmdLeMeZBM8Mm08,【医機セ】セルアナライザー(FACSVerse),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1210,r8PxSrXyWSqVw8lG8gqt,【医機セ】セルソーター(SH-800),琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1211,QXu0ydoUwYVGLieAB8GY,【医機セ】デスクトップ次世代シーケンサ(MiSeq),琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1212,XkDxwlo20FNWji8SVPlq,【医機セ】マイクロプレートリーダー(SH-1000 Lab),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1213,dd2dpYXRch3nVVraAV8q,【医機セ】リアルタイムPCR(StepOnePlus),琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1214,RQQW3Jy5OHEfviUSqLP1,【医機セ】ルミノイメージアアナライザー(ImageQuant 800OD System),琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1215,cr7VVRmptBJfqZYqR0PI,【医機セ】ルミノメーター(GloMax 20/20),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1216,Q2cjPx59xPZSFBsmMWHP,【医機セ】凍結乾燥装置(FD-81),琉球大学 医学部 附属実験実習機器センター,処理装置,,3
1217,xUMJR762FXflCs8ruczU,【医機セ】大判プリンター(SC-T5450M),琉球大学 医学部 附属実験実習機器センター,その他,,3
1218,0Mlo73FBEQOIA8BCoyHz,【医機セ】大判プリンター(SC-T7250),琉球大学 医学部 附属実験実習機器センター,その他,,3
1219,OcN27IHF0Xx3UQ4ebuGc,【医機セ】小型遠心機(himac CT15E),琉球大学 医学部 附属実験実習機器センター,処理装置,,3
1220,VR8wiC3c0UzA6pGr2dkJ,【医機セ】生体分子間結合能評価装置(Monolith),琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1221,JYm9l7TQxZ6E9aPYlBNA,【医機セ】真空蒸着装置(HUS-5GB),琉球大学 医学部 附属実験実習機器センター,加工機,,3
1222,bfRByLinMZIEAuDfq3AB,【医機セ】紫外可視分光光度計(バイオスペックUV-1850),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1223,fJvxsHW3r9ct9WyaKd21,【医機セ】蛍光マイクロプレートリーダー(Infinite 200PRO),琉球大学 医学部 附属実験実習機器センター,生命科学機器,,3
1224,wCGv0uPTri4u5f5Nthdx,【医機セ】蛍光分光光度計(RF-5300PC),琉球大学 医学部 附属実験実習機器センター,分析機器,,3
1225,SEfGZR9yMTdnbkHNZNt0,"【医機セ】超ミクロトーム(ULTRACUT, ULTRACUT UCT)",琉球大学 医学部 附属実験実習機器センター,加工機,,3
1226,MyhKyhWRPgdUsky2Zhjz,【工】3Dスキャナー,琉球大学 工学部 ものラボ,分析機器,,3
1227,5Kxzj68NsEk8hQr9J7Ir,【工】3Dプリンター(ダヴィンチ 1.0 Pro),琉球大学 工学部 ものラボ,加工機,,3
1228,t1Oh6YiT2OyJ0xb5Nivm,【工】CNCフライス盤,琉球大学 工学部 ものラボ,加工機,,3
1229,OgpP9jooRloUdCMITIxv,【工】CO2レーザー加工機,琉球大学 工学部 ものラボ,加工機,,3
1230,ducmK7ZQzvkyio8DVnRI,【工】２０００kN万能試験機,琉球大学 工学部,試験装置,,3
1231,Vk0cSRRxCb8oqZjekTiJ,【武田SCR】 12インチプローバー Elite300 Elite300,東京大学,研究設備,,3
1232,0ucSIO8QEqaZZfSwMU7S,【武田SCR】 2インチ3元電子線蒸着装置 BB7873 BB7873,東京大学,研究設備,,3
1233,vjDLRLLrdONx31HFgHp8,【武田SCR】 4インチ高真空EB蒸着装置 NSPⅡ NSPⅡ,東京大学,研究設備,,3
1234,7qcfsbr7NTIjEQCrSWh2,【武田SCR】 60W CO2 NC レーザーカッター VLS4.60 VLS4.60,東京大学,研究設備,,3
1235,XMGXHCy5k6zYlxvj0Lfq,【武田SCR】 8インチ汎用スパッタ装置 SIH-450 SIH-450,東京大学,研究設備,,3
1236,44qBrvqOdUjuPaIv35X6,【武田SCR】 8元電子線蒸着装置 EB-380 EB-380,東京大学,研究設備,,3
1237,Du9cgFDWHINRZn6quJtq,【武田SCR】 Elite300 附属電気特性測定装置 Elite 300 B1500A他,東京大学,研究設備,,3
1238,RKyaTKifHE199Y8Un6eJ,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） 1.等方性電磁界測定装置EHP-200A(東洋メディック) 等方性電磁界測定装置EHP-200A(東洋メディック)",東京大学,研究設備,,3
1239,CGXIwpiJv2OJFvcnJID1,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） スペアナRSA5106B スペアナRSA5106B",東京大学,研究設備,,3
1240,yga8tjGuGDN8jjyv2Pdk,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） パワーメーターNRP-Z91 パワーメーターNRP-Z91",東京大学,研究設備,,3
1241,5LZnhitnzbg7O1GrElmF,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） ベクトルネットワークアナライザVNA R&S ZVL6 ベクトルネットワークアナライザVNA R&S ZVL6",東京大学,研究設備,,3
1242,V7nmTkeNmUcxqFMVJjZ5,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） リニアアンプ1041L 400W リニアアンプ1041L 400W",東京大学,研究設備,,3
1243,ZBCDBNIL9BkAFLWK2cCH,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） リニアアンプA075 ７５W リニアアンプA075 ７５W",東京大学,研究設備,,3
1244,jEELfxZKokrTA91Ami5g,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） 周波数応答分析装置FRA5097 周波数応答分析装置FRA5097",東京大学,研究設備,,3
1245,NnyjUYFkTDK3cGZMhwYs,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） 無線供給用電源KM-1 T1050 無線供給用電源KM-1 T1050",東京大学,研究設備,,3
1246,dMUbSswEELdSyUcFnHET,"【武田SCR】 HF,VHF,UHF測定装置群（カテゴリ1200） 高速バイポーラ電源 HSA4101 高速バイポーラ電源 HSA4101",東京大学,研究設備,,3
1247,So8WC06xdRQjJ6WbqLMZ,【武田SCR】 LL式高密度汎用スパッタリング装置(2018) CFS-4EP-LL !-Miller (2018) CFS-4EP-LL !-Miller(2018),東京大学,研究設備,,3
1248,oq5BWKcRdKHO5pkQZPRR,【武田SCR】 LL式高密度汎用スパッタリング装置(2024) CFS-4EP-LL !-Miller (2024) CFS-4EP-LL !-Miller(2024),東京大学,研究設備,,3
1249,AWhMtv6hNn6aleDbI5Ll,【武田SCR】 NCプリント基板加工装置 Protomat S62 Protomat S62,東京大学,研究設備,,3
1250,LYslszLeY7o79VzmFS3R,【武田SCR】 UVオゾンクリーナー UV-1 UV-1,東京大学,研究設備,,3
1251,UFdu6ThmrkDZpbMWjBth,【武田SCR】 UVレーザープリント基板加工装置 ProtoLaser U4 ProtoLaser U4,東京大学,研究設備,,3
1252,bYFJXuUHPe6ESnvpHCU0,【武田SCR】 イナートガスオーブン INH-9CD INH-9CD,東京大学,研究設備,,3
1253,PKT52ASZSjgioEjGCQsH,【武田SCR】 ウエーハレベルボンディング装置SB8 Gen2 SB8 Gen2 SB8 Gen2,東京大学,研究設備,,3
1254,wbaTX1E1GZtFljbtHQXJ,【武田SCR】 エポキシダイボンダ― 7200C 7200C,東京大学,研究設備,,3
1255,UexkUeDV0FdIpsZmEQ6a,【武田SCR】 クリーンドラフト潤沢超純水付,東京大学,研究設備,,3
1256,8i40mBRgKNl1eInamyjd,【武田SCR】 クロスセクションポリッシャー IB15930CP IB15930CP,東京大学,研究設備,,3
1257,rZySxZ5pUsBGvnwyKmnu,【武田SCR】 サンドブラスト ニューマブラスター,東京大学,研究設備,,3
1258,0ciXnGr71Uiz6N3U88Ch,【武田SCR】 シールドルーム SR602M SR602M,東京大学,研究設備,,3
1259,PZ913bVWQe6MvVzdVgN2,【武田SCR】 ステルスダイサー DFL7340（Si用） DFL7340（Si用）,東京大学,研究設備,,3
1260,R1VNgx68LTNOxn762dkT,【武田SCR】 スプレーコーター ACT-300AⅡS ACT-300AⅡS,東京大学,研究設備,,3
1261,L5kQzPzaYClAVogyPuWD,【武田SCR】 セミオートボールボンダー 4700E 4700E,東京大学,研究設備,,3
1262,1eXZbYdk7ogB0ROp5G1B,【武田SCR】 ニッケルめっき装置 欠片ー４”メッキ装置,東京大学,研究設備,,3
1263,w8GVGn2LarjPJPZ6HTQS,【武田SCR】 パリレンコーター PDS2010 PDS2010,東京大学,研究設備,,3
1264,dkq804r7jUXyjKAhJ9lf,【武田SCR】 ブレードダイサー DAD3650 DAD3650,東京大学,研究設備,,3
1265,hIdpTqnLI5RBrDD9xIHl,【武田SCR】 プラズマ表面改質装置 AQ-50 AQ-50,東京大学,研究設備,,3
1266,bBb6rUYxTjOEuMJiiW5Z,【武田SCR】 マニュアルウエッジボンダ― 7476D 7476D,東京大学,研究設備,,3
1267,wZw9YAV0dAJ9kYwdeIes,【武田SCR】 レーザー直接描画装置DWL66+2018 DWL66+ (2018，405nm） DWL66+ (2018，405nm）,東京大学,研究設備,,3
1268,94qCDp3cmgyf4MbnYi70,【武田SCR】 レーザー直接描画装置DWL66+2024 DWL66+ (2024，375nm） DWL66+ (2024，375nm）,東京大学,研究設備,,3
1269,L7W26RwoNZi1jJIQwpzU,【武田SCR】 光リソグラフィ装置MA-6 MA6 MA6,東京大学,研究設備,,3
1270,R22mAQ0Wao17zIlDbHnn,【武田SCR】 光リソグラフィ装置PEM800 PEM800 PEM800,東京大学,研究設備,,3
1271,O0UoHgXlK0pIFVclCzJQ,【武田SCR】 全反射蛍光X線分析装置TXRF-3760 TXRF 3760 TXRF 3760,東京大学,研究設備,,3
1272,JjDRvaCSTXTw9VjF18JD,【武田SCR】 半導体パラメータアナライザー B1500A B1500A,東京大学,研究設備,,3
1273,K2dcRXZpdu36bCH7o7R7,【武田SCR】 卓上アッシング装置 FA-1 FA-1,東京大学,研究設備,,3
1274,ztLd6BglrOzEpWvsejqG,【武田SCR】 塩素系ICPエッチング装置 CE-S CE-S,東京大学,研究設備,,3
1275,4gB7eRD8tvLJ45YWP2TW,【武田SCR】 大面積走査プローブ顕微鏡Dimension ICON Dimension ICON Dimension ICON,東京大学,研究設備,,3
1276,tM2Qcf8twugQUiqa0Clf,【武田SCR】 小型原子間力顕微鏡 SPA400+SPI4000 SPA400+SPI4000,東京大学,研究設備,,3
1277,tPUxRe9PzcM4GyI11Usb,【武田SCR】 形状・膜厚・電気特性評価装置群 DektakXT DektakXT,東京大学,研究設備,,3
1278,WZJ3019NSwXj3K2JNEhI,【武田SCR】 形状・膜厚・電気特性評価装置群 DektakXT VK-X1100(404nm) DektakXT VK-X1100(404nm),東京大学,研究設備,,3
1279,lmdd1IM1CZ198QcoyRid,【武田SCR】 形状・膜厚・電気特性評価装置群 LEXT OLS5000 LEXT OLS5000,東京大学,研究設備,,3
1280,k2gAEyh7qAaBzhyZUUW4,【武田SCR】 形状・膜厚・電気特性評価装置群 M-550 M-550,東京大学,研究設備,,3
1281,5uvuoG34wUmWhwzIRQV1,【武田SCR】 形状・膜厚・電気特性評価装置群 STM-7 STM-7,東京大学,研究設備,,3
1282,5QW8znL9pDg1tIuMNpIX,【武田SCR】 形状・膜厚・電気特性評価装置群 Suss8”プローバ PM8 ８”プローバ,東京大学,研究設備,,3
1283,1yZeXBsQvdEqccWayb9D,【武田SCR】 形状・膜厚・電気特性評価装置群 Tohospec3100 Tohospec3100,東京大学,研究設備,,3
1284,C4M2hhAx9CSm8M35ZLzd,【武田SCR】 形状・膜厚・電気特性評価装置群 VHX-6000 VHX-6000,東京大学,研究設備,,3
1285,P1amzxF20y0LU7gVeJhq,【武田SCR】 枚様式HMDS処理装置APPS-30 APPS-30 APPS-30,東京大学,研究設備,,3
1286,xq6kbMpUmfx5cHP8tnVg,【武田SCR】 枚葉式ZEP520自動現像装置 ADE-3000S（Big） ADE-3000S（Big）,東京大学,研究設備,,3
1287,QToNFUSr2oKB4FamG3AM,【武田SCR】 枚葉式自動リフトオフ装置 LOA34-8-5-09 LOA34-8-5-09,東京大学,研究設備,,3
1288,2ngDsr8galnqZly4Lb2q,【武田SCR】 樹脂三次元NC加工装置 MDX-40A MDX-40A,東京大学,研究設備,,3
1289,uxjiY9OXVipdJ7sdvpbq,【武田SCR】 樹脂３Dプリンタ H800 H800,東京大学,研究設備,,3
1290,4fMcAX1003AjnhrJm9lh,【武田SCR】 機械特性評価装置 MSA-500 MSA-500,東京大学,研究設備,,3
1291,pAjbejo6Sm2faKmhhHH8,【武田SCR】 比抵抗測定器 VR-120S VR-120S,東京大学,研究設備,,3
1292,iUtbqv8Ciei8Gsj2jdwS,【武田SCR】 気相フッ酸エッチング装置 VPE100,東京大学,研究設備,,3
1293,5iFRMWgvQQ4y6gAKJT7J,【武田SCR】 汎用ICPエッチング装置 CE-300I CE-300I,東京大学,研究設備,,3
1294,HdbMo9PhfBtvfpMrZmZ8,【武田SCR】 汎用NLDエッチング装置 NLD-5700Si NLD-5700Si,東京大学,研究設備,,3
1295,TuKO1NK262VnLz0XTJHV,【武田SCR】 汎用平行平板RIE装置 RIE-10NR RIE-10NR,東京大学,研究設備,,3
1296,rKoizzelphTlXFHUdS5m,【武田SCR】 汎用高品位ICPエッチング装置 NE-550 NE-550,東京大学,研究設備,,3
1297,QkgF23RCIsQRfc0zNYuu,【武田SCR】 簡易電子顕微鏡 TM-3030Plus TM-3030Plus,東京大学,研究設備,,3
1298,TPy41c8J7qxgztcndTtk,【武田SCR】 精密フリップチップボンダー lambda２ lambda２,東京大学,研究設備,,3
1299,OoHEYULLjAsu0B5nDIO8,【武田SCR】 精密二次元NC加工装置 Micro MC-1 Micro MC-1,東京大学,研究設備,,3
1300,AVAXQ9gBz5nOgjlWzAa6,【武田SCR】 精密研磨装置PM-6 PM-6 PM-6,東京大学,研究設備,,3
1301,ghQ8a7Ea3ohMbdqY7t0G,【武田SCR】 自動フォトマスクエッチング装置AEP-3000S AEP-3000S AEP-3000S,東京大学,研究設備,,3
1302,KdWidoW5s7DuVgfNXkJG,【武田SCR】 走査型プローブ顕微鏡 L-traceⅡ L-traceⅡ,東京大学,研究設備,,3
1303,A4nBUtwHmXmtPPOmtxwf,【武田SCR】 超臨界銅成膜装置,東京大学,研究設備,,3
1304,h600MoQxlYpA4PnDMJRv,【武田SCR】 超高速大面積電子線描画装置 F7000S-VD02 F7000S-VD02,東京大学,研究設備,,3
1305,PGmk9rRj86YdZF9qfxVK,【武田SCR】 金メッキ装置 欠片ー４”メッキ装置,東京大学,研究設備,,3
1306,0yjXamEfnEjP1wr9FZmz,【武田SCR】 金属三次元NC加工装置 MDX-540A MDX-540A,東京大学,研究設備,,3
1307,0gbg9uSiyQXAE9jCDXCr,【武田SCR】 金属二次元NC加工装置 RD420 RD420,東京大学,研究設備,,3
1308,iQ15NnMAUGKSTLkT9gxR,【武田SCR】 銅メッキ装置 欠片ー４”メッキ装置,東京大学,研究設備,,3
1309,DduS4R98273i0WhrqS2j,【武田SCR】 集積回路パターン微細加工（FIB）装置 400ACE V400ACE,東京大学,研究設備,,3
1310,5IY4FjmrCY1yep0x9t5u,【武田SCR】 電子線顕微鏡観察用コーター PECS PECS,東京大学,研究設備,,3
1311,qHDu0vlK4oJmYqt96YQG,【武田SCR】 電波暗箱 MY5310B MY5310B,東京大学,研究設備,,3
1312,1spYKXJD726Z6ximx804,【武田SCR】 高出力NCレーザーカッター HGCF0606 HGCF0606,東京大学,研究設備,,3
1313,JwS7KRElakaypR2cMtvK,【武田SCR】 高密度汎用スパッタリング装置 CFS-4ES CFS-4ES,東京大学,研究設備,,3
1314,Ylhu1AMI3Z62MMFvLa0E,【武田SCR】 高精細電子顕微鏡 Regulus 8230 Regulus 8230,東京大学,研究設備,,3
1315,6Nz1LKfM9aNK6PayBzph,【武田SCR】 高速シリコン深掘りエッチング装置 MUC-21 ASE-Pegasus MUC-21 ASE-Pegasus,東京大学,研究設備,,3
1316,Q02lYywF9wcyUbf3iFXd,【武田SCR】 高速ランプアニール装置 MS-HP2-9 MS-HP2-9,東京大学,研究設備,,3
1317,J4pGveTugjOEb5ossx9r,【武田SCR】 高速大面積電子線描画装置 F5112＋VD01 F5112＋VD01,東京大学,研究設備,,3
1318,YJgDVeJobt0Z2GoEqyn0,【理】共焦点レーザー顕微鏡（A1）,琉球大学 理学部,生命科学機器,,3
